Category,pslist.nproc,pslist.avg_threads,dlllist.ndlls,handles.nhandles,handles.nport,ldrmodules.not_in_load_avg,malfind.ninjections,Class
Benign,44,12.49125908,2153,12621,0,0.03490566,4,Benign
Benign,40,13.11251594,1985,11787,0,0.033126294,3,Benign
Benign,41,12.87320392,2067,11947,0,0.036319613,4,Benign
Benign,50,11.84838329,2356,13581,0,0.038782319,5,Benign
Benign,45,12.26832987,2028,11436,0,0.035780971,10,Benign
Benign,41,13.60932966,2153,12849,0,0.036982759,6,Benign
Benign,40,12.98572639,2022,11748,0,0.029485257,4,Benign
Benign,40,13.68275407,2001,12089,0,0.032357473,3,Benign
Benign,40,13.09313778,2022,11777,0,0.029485257,4,Benign
Benign,44,12.95454545,2210,13057,0,0.033103448,5,Benign
Benign,44,12.26605371,2127,12163,0,0.033836907,4,Benign
Benign,43,12.77101192,2169,12270,0,0.039476015,5,Benign
Benign,42,13.50746985,2085,12420,0,0.034179688,4,Benign
Benign,40,13.16115728,2000,11974,0,0.032208589,3,Benign
Benign,52,11.48679747,2379,13525,0,0.040463217,7,Benign
Benign,41,12.53658537,2032,11562,0,0.033613445,4,Benign
Benign,40,13.32368846,2000,11995,0,0.032205702,3,Benign
Benign,43,14.14286715,2215,13595,0,0.037442922,5,Benign
Benign,39,13.26270635,1995,11803,0,0.031346739,4,Benign
Benign,44,12.43075259,2131,12182,0,0.033363571,5,Benign
Benign,52,11.45064778,2395,13363,0,0.041445084,7,Benign
Benign,41,12.72752771,2031,11827,0,0.032844871,3,Benign
Benign,41,13.20255424,2083,12523,0,0.032573727,3,Benign
Benign,29,13.78638776,1334,7774,0,0.021597649,1,Benign
Benign,43,13.18141821,2182,12965,0,0.032634033,5,Benign
Benign,44,13.08154106,2160,12752,0,0.034856694,4,Benign
Benign,56,11.54018685,2627,14473,0,0.042554371,13,Benign
Benign,41,13.19100383,2088,11986,0,0.028433416,3,Benign
Benign,40,14.00994457,2086,12472,0,0.036867802,5,Benign
Benign,41,13.62157853,2064,12180,0,0.031667491,4,Benign
Benign,44,12.45592677,2153,12592,0,0.03490566,4,Benign
Benign,40,13.05626488,2001,11949,0,0.032192131,3,Benign
Benign,40,13.26851453,2081,12197,0,0.036578196,5,Benign
Benign,41,13.63324103,2143,12460,0,0.038531338,5,Benign
Benign,42,13.23809524,2177,12701,0,0.036761284,5,Benign
Benign,41,13.01690004,2029,12088,0,0.032878098,3,Benign
Benign,40,13.14051863,2088,12147,0,0.038295835,5,Benign
Benign,45,12.73178961,2169,12888,0,0.031203753,4,Benign
Benign,43,13.16857703,2223,12880,0,0.036429872,5,Benign
Benign,42,10.77207377,1814,10355,0,0.041279662,4,Benign
Benign,40,11.64065802,1814,10453,0,0.037617293,3,Benign
Benign,48,11.27085937,2327,12802,0,0.04367195,12,Benign
Benign,43,10.67774879,1891,10876,0,0.043342639,5,Benign
Benign,41,12.81893519,2031,11846,0,0.032844871,3,Benign
Benign,41,11.17821893,1859,10878,0,0.042395337,5,Benign
Benign,40,10.725,1737,10103,0,0.041228737,3,Benign
Benign,41,13.21348702,2074,12250,0,0.035485461,4,Benign
Benign,42,12.26295942,2063,11677,0,0.034503982,4,Benign
Benign,41,13.30214471,2063,11925,0,0.028827038,3,Benign
Benign,40,13.9,2081,12414,0,0.037558449,5,Benign
Benign,39,12.91976796,1941,11403,0,0.033386328,3,Benign
Benign,43,11.20202263,1997,11124,0,0.043841674,7,Benign
Benign,41,13.02966993,2047,12326,0,0.032901296,3,Benign
Benign,45,10.7781317,1976,11368,0,0.046136834,5,Benign
Benign,40,13.23594958,2081,12198,0,0.03657517,5,Benign
Benign,42,13.2777632,2194,12845,0,0.036472761,5,Benign
Benign,50,11.72027807,2356,13583,0,0.038782319,5,Benign
Benign,41,11.15852425,1821,10611,0,0.044971007,4,Benign
Benign,43,13.1627907,2124,12465,0,0.028496286,5,Benign
Benign,44,12.50580968,2089,12597,0,0.034630971,4,Benign
Benign,40,13.575,2084,12252,0,0.037807729,5,Benign
Benign,40,13.83135705,2088,12320,0,0.037700009,5,Benign
Benign,39,13.54823096,1995,11822,0,0.031360647,4,Benign
Benign,44,13.26188336,2158,12537,0,0.026348235,4,Benign
Benign,44,13.60465988,2290,13656,0,0.040425376,6,Benign
Benign,38,14.6903351,1875,11036,0,0.026904467,4,Benign
Benign,47,11.0248215,2157,12034,0,0.038553021,13,Benign
Benign,42,13.19468749,2203,12848,0,0.0402169,6,Benign
Benign,41,12.88740398,2029,12058,0,0.032878098,3,Benign
Benign,45,11.99663485,2107,12091,0,0.03578279,5,Benign
Benign,41,10.77755919,1796,10319,0,0.040715367,3,Benign
Benign,40,13.25710573,2000,11996,0,0.032198397,3,Benign
Benign,43,10.85709112,1890,11034,0,0.043206663,5,Benign
Benign,40,12.88628685,1985,11708,0,0.033126294,3,Benign
Benign,42,12.67159411,2109,12176,0,0.034181825,4,Benign
Benign,44,12.56818182,2133,12473,0,0.03494495,4,Benign
Benign,44,12.65333634,2153,12645,0,0.03490566,4,Benign
Benign,41,13.36179009,2077,12302,0,0.03487155,3,Benign
Benign,42,11.23659817,1916,10961,0,0.042397926,5,Benign
Benign,40,13.09312334,2001,11947,0,0.032192131,3,Benign
Benign,44,12.56204569,2153,12631,0,0.03490566,4,Benign
Benign,43,13.37340493,2223,12930,0,0.036429872,5,Benign
Benign,44,12.52716556,2153,12619,0,0.03490566,4,Benign
Benign,41,13.00790434,2025,12038,0,0.030996756,3,Benign
Benign,47,11.59887112,2074,11392,0,0.036150235,12,Benign
Benign,64,11.10818835,3001,16395,0,0.038945541,11,Benign
Benign,40,14.12633904,2077,12394,0,0.036202678,5,Benign
Benign,42,13.37050196,2195,12725,0,0.040381125,7,Benign
Benign,44,10.79759089,1946,11295,0,0.041982802,6,Benign
Benign,42,13.46066173,2100,12430,0,0.034566699,4,Benign
Benign,41,14.02096807,2095,12491,0,0.035886878,5,Benign
Benign,44,12.42976803,2151,12613,0,0.034923627,4,Benign
Benign,53,11.58579363,2450,13655,0,0.037399145,8,Benign
Benign,43,13.44267119,2223,12944,0,0.036429872,5,Benign
Benign,41,13,2031,12043,0,0.031821273,3,Benign
Benign,41,10.94802061,1815,10451,0,0.044955712,4,Benign
Benign,45,10.29705205,1989,10911,0,0.046488625,6,Benign
Benign,46,12.4558083,2142,12646,0,0.037179057,4,Benign
Benign,42,12.54174474,1957,11317,0,0.029685583,3,Benign
Benign,40,13.96279563,2081,12441,0,0.037542662,5,Benign
Benign,40,13.22127774,2052,12028,0,0.03878585,5,Benign
Benign,51,11.5933567,2368,13354,0,0.043041918,7,Benign
Benign,49,11.22971312,2230,12447,0,0.037658802,6,Benign
Benign,43,14.05230202,2119,12377,0,0.02536233,4,Benign
Benign,43,12.52038539,2168,12209,0,0.039503904,5,Benign
Benign,44,12.46562519,2197,12700,0,0.040682069,6,Benign
Benign,43,11.31391271,1993,11145,0,0.04426097,7,Benign
Benign,40,12.9921698,2022,11754,0,0.029485257,4,Benign
Benign,45,13.94321032,2360,14127,0,0.042498938,7,Benign
Benign,41,12.89213442,2029,12059,0,0.032878098,3,Benign
Benign,40,13.48439816,2088,12333,0,0.038295835,5,Benign
Benign,40,13.65733518,2008,12123,0,0.032491037,3,Benign
Benign,42,13.03256866,2133,12484,0,0.032330775,4,Benign
Benign,42,13.2180497,2203,12833,0,0.0402169,6,Benign
Benign,30,13.23644891,1337,7701,0,0.022386523,2,Benign
Benign,42,12.96035052,2139,12494,0,0.034662866,4,Benign
Benign,41,13.96829722,2132,12954,0,0.033082941,5,Benign
Benign,42,12.45515239,2056,11724,0,0.033960977,3,Benign
Benign,41,11.31615632,1821,10624,0,0.045103507,4,Benign
Benign,32,12.26090892,1525,9036,0,0.03329861,3,Benign
Benign,43,12.71998386,2141,12439,0,0.036018957,4,Benign
Benign,44,13.88022314,2225,12891,0,0.03002962,5,Benign
Benign,40,12.82095777,1985,11700,0,0.033126294,3,Benign
Benign,43,11.15967967,1927,11436,0,0.040920716,6,Benign
Benign,43,12.47750539,2168,12208,0,0.039503904,5,Benign
Benign,44,12.73260684,2153,12668,0,0.03490566,4,Benign
Benign,41,12.76809788,2067,11938,0,0.036319613,4,Benign
Benign,41,13.75455148,2157,12742,0,0.040627886,6,Benign
Benign,41,13.43936813,2161,12473,0,0.040994933,6,Benign
Benign,31,13.47141423,1568,9464,0,0.03804697,3,Benign
Benign,41,13.72852662,2148,12641,0,0.040368206,6,Benign
Benign,40,14,2084,12446,0,0.03768467,5,Benign
Benign,42,13.47619048,2195,12883,0,0.036900369,5,Benign
Benign,42,13.07142857,2080,12272,0,0.034263338,4,Benign
Benign,42,11.33253636,1966,11270,0,0.047062422,6,Benign
Benign,40,10.65944623,1745,10168,0,0.041336353,3,Benign
Benign,42,13.19047619,2088,12339,0,0.035097906,4,Benign
Benign,40,14.96097707,1976,11790,0,0.025991492,4,Benign
Benign,45,11.55391866,2114,12093,0,0.04122031,12,Benign
Benign,42,10.7346856,1812,10627,0,0.040016549,4,Benign
Benign,44,12.91834423,2153,12688,0,0.03490566,4,Benign
Benign,39,12.95913941,1941,11410,0,0.033386328,3,Benign
Benign,43,10.5160811,1841,10724,0,0.041004192,4,Benign
Benign,43,11.74438007,2056,11971,0,0.045348563,11,Benign
Benign,46,10.96189208,2120,11765,0,0.038519986,12,Benign
Benign,40,10.62004503,1746,10126,0,0.04097792,3,Benign
Benign,41,13.14441571,2141,12375,0,0.038246269,5,Benign
Benign,43,13.47913821,2223,13014,0,0.036429872,5,Benign
Benign,41,12.78403125,2050,11838,0,0.02955665,4,Benign
Benign,43,12.57472876,2104,12287,0,0.031676413,3,Benign
Benign,41,12.50166373,1991,11568,0,0.029253365,3,Benign
Benign,47,13.2493195,2384,14238,0,0.038683262,6,Benign
Benign,42,13.26710074,2194,12845,0,0.036469088,5,Benign
Benign,40,13.0003159,2000,11945,0,0.03220852,3,Benign
Benign,43,10.27151555,1831,10574,0,0.045088567,4,Benign
Benign,43,10.65379605,1852,10750,0,0.041521392,5,Benign
Benign,40,13.62207517,2091,12374,0,0.037881962,5,Benign
Benign,39,13.65192194,2027,11999,0,0.035251693,4,Benign
Benign,41,13.46404729,2149,12610,0,0.040785864,6,Benign
Benign,40,12.86982634,1985,11703,0,0.033126294,3,Benign
Benign,44,13.39181636,2195,13005,0,0.028938503,5,Benign
Benign,44,10.71559866,1913,11110,0,0.044617694,5,Benign
Benign,42,12.85708274,2106,11891,0,0.037476281,5,Benign
Benign,42,12.72649376,2090,12250,0,0.035579154,4,Benign
Benign,41,13.59706444,2117,12673,0,0.033189033,5,Benign
Benign,42,12.90841728,2106,11899,0,0.037476281,5,Benign
Benign,41,11.39169111,1822,10630,0,0.044736984,3,Benign
Benign,42,13.28250194,2194,12845,0,0.036472761,5,Benign
Benign,39,13.26247435,1992,11626,0,0.030425963,4,Benign
Benign,40,13.225,2091,12168,0,0.038240918,5,Benign
Benign,40,13.23215088,2001,12023,0,0.032357473,3,Benign
Benign,41,13.21762805,2067,12017,0,0.036319613,4,Benign
Benign,43,12.61059222,2141,12405,0,0.036018957,4,Benign
Benign,43,12.33197779,2096,12089,0,0.034073568,4,Benign
Benign,47,11.31386762,2090,11577,0,0.036515383,11,Benign
Benign,32,12.54281979,1532,9135,0,0.040826258,3,Benign
Benign,31,12.56029121,1487,8964,0,0.036372217,2,Benign
Benign,43,12.68935696,2121,12599,0,0.0331253,3,Benign
Benign,39,12.78492732,1937,11348,0,0.033348699,3,Benign
Benign,41,13.08274927,2047,12357,0,0.032901296,3,Benign
Benign,42,13.29740581,2195,12859,0,0.03645593,5,Benign
Benign,42,12.5650692,1987,11720,0,0.033126294,3,Benign
Benign,39,12.99647141,1941,11411,0,0.033388192,3,Benign
Benign,44,12.72716882,2153,12665,0,0.03490566,4,Benign
Benign,42,13.38653592,2194,12742,0,0.040223428,6,Benign
Benign,43,10.45788437,1821,10594,0,0.043607622,4,Benign
Benign,39,12.92060885,1941,11399,0,0.033386328,3,Benign
Benign,40,13.64462941,2020,11761,0,0.026311642,3,Benign
Benign,51,11.39985802,2297,13003,0,0.036870633,6,Benign
Benign,44,12.41260011,2151,12618,0,0.034936076,4,Benign
Benign,44,12.75550213,2153,12658,0,0.03490566,4,Benign
Benign,43,12.74418605,2141,12442,0,0.036018957,4,Benign
Benign,45,12.85399006,2171,13121,0,0.030439616,4,Benign
Benign,44,12.80835717,2133,12505,0,0.03494495,4,Benign
Benign,42,11.43747568,1939,11364,0,0.041308037,6,Benign
Benign,52,11.16525782,2477,13633,0,0.040990388,10,Benign
Benign,48,11.71703499,2277,12940,0,0.038889074,5,Benign
Benign,42,13.10305892,2203,12821,0,0.0402169,6,Benign
Benign,40,13.17499679,2088,12146,0,0.038295835,5,Benign
Benign,40,13.63507477,2036,12109,0,0.033169802,4,Benign
Benign,41,13.29268293,2063,11920,0,0.028827038,3,Benign
Benign,40,12.9217329,2015,11605,0,0.029096478,3,Benign
Benign,43,10.95113796,1884,10904,0,0.042842215,5,Benign
Benign,41,13.18150481,2047,12331,0,0.032901296,3,Benign
Benign,42,13.90036267,2148,13183,0,0.033901331,4,Benign
Benign,40,12.8412493,2018,11709,0,0.030024772,4,Benign
Benign,39,12.90016942,1941,11412,0,0.033386328,3,Benign
Benign,44,12.4292167,2131,12181,0,0.033361391,5,Benign
Benign,40,13.27499448,2088,12173,0,0.038295835,5,Benign
Benign,41,13.01075621,2068,11955,0,0.029295299,4,Benign
Benign,44,12.57604894,2133,12471,0,0.03494495,4,Benign
Benign,50,11.90359054,2343,13592,0,0.038996515,5,Benign
Benign,41,12.52465105,2006,11578,0,0.030892302,3,Benign
Benign,39,12.92743544,1941,11411,0,0.033386328,3,Benign
Benign,52,11.45861123,2417,13950,0,0.038199971,5,Benign
Benign,43,13.80306326,2169,13115,0,0.032802672,4,Benign
Benign,50,11.17846412,2448,13692,0,0.043236811,16,Benign
Benign,31,12.43022005,1497,8971,0,0.038372038,3,Benign
Benign,50,11.76271301,2372,13567,0,0.042395827,8,Benign
Benign,45,11.21896039,2118,12075,0,0.04091419,12,Benign
Benign,41,13.17350984,2067,12006,0,0.036319613,4,Benign
Benign,48,11.73289717,2268,13044,0,0.038756375,5,Benign
Benign,42,13.02380952,2161,12528,0,0.037974626,5,Benign
Benign,43,12.68053116,2168,12243,0,0.039503904,5,Benign
Benign,44,11.24654666,2090,11997,0,0.042412453,11,Benign
Benign,43,13.60221385,2183,13099,0,0.033537577,5,Benign
Benign,40,13.48136349,2056,12160,0,0.031372549,4,Benign
Benign,40,13.08118761,2000,11951,0,0.032194168,3,Benign
Benign,43,10.40409241,1858,10722,0,0.043388643,4,Benign
Benign,40,13.39905563,2001,12030,0,0.032192131,3,Benign
Benign,44,10.59273104,1906,10929,0,0.045955362,6,Benign
Benign,46,11.30649343,2108,12060,0,0.038318111,4,Benign
Benign,42,13.44398385,2115,12748,0,0.03618714,4,Benign
Benign,42,12.44643632,2059,11724,0,0.034512934,4,Benign
Benign,58,11.27564432,2651,14609,0,0.041596977,14,Benign
Benign,42,12.78979327,2090,12263,0,0.035505837,4,Benign
Benign,47,12.07352447,2258,12935,0,0.041891579,8,Benign
Benign,43,12.74194074,2141,12424,0,0.036018957,4,Benign
Benign,40,13.33384355,2032,12129,0,0.033765498,3,Benign
Benign,41,12.79687801,2050,11842,0,0.02955665,4,Benign
Benign,41,11.11772385,1821,10601,0,0.044905759,4,Benign
Benign,40,12.95910992,2018,11716,0,0.03003003,4,Benign
Benign,46,10.63996856,1987,11359,0,0.047267356,6,Benign
Benign,39,13.33333333,1996,11824,0,0.031344793,4,Benign
Benign,56,11.63361779,2469,14651,0,0.027246322,4,Benign
Benign,53,11.34227,2418,13654,0,0.045949214,9,Benign
Benign,44,12.45454545,2153,12586,0,0.03490566,4,Benign
Benign,44,12.787654,2153,12665,0,0.03490566,4,Benign
Benign,44,12.43283481,2152,12608,0,0.034913532,4,Benign
Benign,39,12.96487542,1941,11404,0,0.033386328,3,Benign
Benign,44,12.3787842,2151,12617,0,0.03492397,4,Benign
Benign,47,11.52523726,2075,11388,0,0.036193308,12,Benign
Benign,43,12.58852578,2104,12270,0,0.031676413,3,Benign
Benign,39,13.30769231,1995,11805,0,0.031353174,4,Benign
Benign,42,12.72087571,2092,11988,0,0.028957529,4,Benign
Benign,41,12.48148759,2018,11712,0,0.032152178,4,Benign
Benign,45,11.57119408,2117,12242,0,0.040037472,12,Benign
Benign,45,10.30991589,1989,10913,0,0.046488625,6,Benign
Benign,44,11.64400238,2103,12058,0,0.040381993,12,Benign
Benign,44,12.5,2133,12426,0,0.034568312,4,Benign
Benign,41,10.90788649,1808,10375,0,0.044310722,4,Benign
Benign,42,12.94778751,2090,12294,0,0.035505837,4,Benign
Benign,44,12.69160423,2090,12641,0,0.03460889,4,Benign
Benign,40,13.17166374,1989,11731,0,0.033521341,3,Benign
Benign,53,11.26037164,2418,13620,0,0.045949214,9,Benign
Benign,41,12.89373133,2072,11952,0,0.029228773,4,Benign
Benign,40,13.88067308,1954,11544,0,0.027226275,4,Benign
Benign,43,10.84086922,1890,10926,0,0.0437443,5,Benign
Benign,43,12.49121278,2170,12137,0,0.038938076,4,Benign
Benign,42,10.7895557,1803,10590,0,0.040005737,4,Benign
Benign,50,11.90145226,2356,13616,0,0.038782319,5,Benign
Benign,40,13.35756166,2001,12053,0,0.032357473,3,Benign
Benign,41,13.14732011,2067,11997,0,0.036319613,4,Benign
Benign,42,11.60229784,2067,11690,0,0.047819972,12,Benign
Benign,44,12.47528667,2090,12591,0,0.03460166,4,Benign
Benign,42,11.60830289,1875,11104,0,0.041366562,4,Benign
Benign,42,13.31652977,2194,12714,0,0.040050445,6,Benign
Benign,40,13.31191934,2000,11984,0,0.032196054,3,Benign
Benign,42,13.25668503,2094,12094,0,0.029022292,3,Benign
Benign,44,12.42670256,2153,12578,0,0.03490566,4,Benign
Benign,40,10.99204846,1757,10314,0,0.041814666,3,Benign
Benign,30,13.71780087,1360,8048,0,0.023316234,2,Benign
Benign,44,13.20548532,2153,12749,0,0.034904102,4,Benign
Benign,42,13.35714286,2115,12737,0,0.03646833,4,Benign
Benign,46,12.04503575,2238,12554,0,0.038701068,6,Benign
Benign,40,12.73555364,1985,11697,0,0.033126294,3,Benign
Benign,43,11.81129842,2057,11975,0,0.045594222,11,Benign
Benign,58,11.64338357,2637,15478,0,0.040680186,12,Benign
Benign,57,11.71671312,2634,14581,0,0.04231917,13,Benign
Benign,39,13.44577656,1995,11834,0,0.031355527,4,Benign
Benign,32,12.49751377,1514,9071,0,0.040647332,3,Benign
Benign,40,13.6038177,2069,12423,0,0.033050289,4,Benign
Benign,42,12.58417426,2059,11740,0,0.034199197,4,Benign
Benign,41,13.23928427,2074,12241,0,0.035485461,4,Benign
Benign,42,12.76190476,2054,12183,0,0.032950574,3,Benign
Benign,41,11.25846589,1822,10632,0,0.044995233,4,Benign
Benign,41,11.36459955,1859,10944,0,0.042395337,5,Benign
Benign,40,13.725,2001,12058,0,0.032192131,3,Benign
Benign,40,13.07003202,2061,11956,0,0.029889147,4,Benign
Benign,40,13.31491876,2001,12052,0,0.032357473,3,Benign
Benign,40,13.27998568,2057,12155,0,0.035348641,4,Benign
Benign,41,13.08507391,2067,11897,0,0.026091699,3,Benign
Benign,42,13.23102821,2177,12702,0,0.036761284,5,Benign
Benign,51,10.63741124,2451,13176,0,0.041372564,11,Benign
Benign,44,13.04363683,2252,13107,0,0.039363114,8,Benign
Benign,43,12.20238091,2170,12072,0,0.039467646,5,Benign
Benign,42,13.29886019,2203,12869,0,0.0402169,6,Benign
Benign,43,12.6248964,2141,12412,0,0.036018957,4,Benign
Benign,46,11.81614738,2062,11434,0,0.036176611,11,Benign
Benign,40,12.77398874,1985,11706,0,0.033126294,3,Benign
Benign,42,12.94351619,2151,12523,0,0.036383274,4,Benign
Benign,69,10.22083538,3029,16682,0,0.039780047,12,Benign
Benign,40,13.36810182,2001,12042,0,0.032357473,3,Benign
Benign,42,12.77896186,2054,12172,0,0.032950574,3,Benign
Benign,40,13.575,2086,12251,0,0.03792984,5,Benign
Benign,48,12.16403989,2295,13024,0,0.037744035,7,Benign
Benign,41,13.47554452,2161,12490,0,0.040994933,6,Benign
Benign,42,12.7682291,2106,11977,0,0.037476281,5,Benign
Benign,40,13.33219884,2088,12171,0,0.038295835,5,Benign
Benign,32,12.35460623,1474,8874,0,0.035585572,2,Benign
Benign,44,12.37637691,2151,12199,0,0.035021308,5,Benign
Benign,41,13.33143744,2157,12663,0,0.040627886,6,Benign
Benign,42,12.59234442,1963,11324,0,0.028234106,3,Benign
Benign,29,15.14891782,1292,7709,0,0.020417061,1,Benign
Benign,45,11.27957263,2004,11140,0,0.037122238,9,Benign
Benign,43,11.15552868,1927,11435,0,0.040920716,6,Benign
Benign,41,11.26634137,1859,10904,0,0.042395337,5,Benign
Benign,41,12.85923464,2026,12021,0,0.031786075,3,Benign
Benign,44,12.89383307,2232,13045,0,0.03584392,6,Benign
Benign,50,11.92583895,2375,13554,0,0.043621399,8,Benign
Benign,44,12.85541069,2089,12730,0,0.033549518,4,Benign
Benign,44,11.02272727,1966,11568,0,0.041562344,6,Benign
Benign,40,12.85,1985,11688,0,0.033126294,3,Benign
Benign,40,12.80597486,1985,11704,0,0.033126294,3,Benign
Benign,42,13.21836324,2177,12705,0,0.036761284,5,Benign
Benign,42,13.42857143,2194,12768,0,0.040480737,7,Benign
Benign,41,13.5825482,2051,12359,0,0.031355959,3,Benign
Benign,43,11.28217679,1993,11139,0,0.044266922,7,Benign
Benign,41,13.43607752,2171,12598,0,0.040825688,6,Benign
Benign,38,14.75696676,1875,11049,0,0.026966834,4,Benign
Benign,40,13.15375007,2088,12145,0,0.038295835,5,Benign
Benign,40,13.28974696,2068,12134,0,0.034047965,4,Benign
Benign,50,11.71155529,2330,13515,0,0.039002917,5,Benign
Benign,42,13.83173212,2194,12946,0,0.040384402,6,Benign
Benign,41,12.75727908,2067,11935,0,0.036319613,4,Benign
Benign,40,13.09984833,2001,11949,0,0.032192131,3,Benign
Benign,40,13.00743815,2022,11763,0,0.029485257,4,Benign
Benign,44,11.85727907,2038,11754,0,0.037018937,4,Benign
Benign,43,13.1627907,2112,12451,0,0.026598556,5,Benign
Benign,44,12.37895852,2228,12532,0,0.039163744,5,Benign
Benign,42,13.67858869,2195,12914,0,0.036900369,5,Benign
Benign,43,13.1410881,2234,12982,0,0.036684783,5,Benign
Benign,40,11.03840509,1749,10325,0,0.041784303,3,Benign
Benign,39,13.48405722,1996,11840,0,0.031344793,4,Benign
Benign,46,11.98336338,2238,12536,0,0.038701068,6,Benign
Benign,32,12.72596933,1471,8845,0,0.033729216,2,Benign
Benign,40,14.04031199,2072,12439,0,0.037690964,5,Benign
Benign,43,12.20930233,2170,12073,0,0.039467646,5,Benign
Benign,44,11.01369239,1979,11590,0,0.042756041,6,Benign
Benign,42,13.68453908,2192,12950,0,0.036424021,5,Benign
Benign,41,12.68663538,2067,11913,0,0.036319613,4,Benign
Benign,43,10.77178777,1898,11035,0,0.043911086,5,Benign
Benign,40,13.32982474,2082,12218,0,0.036573628,5,Benign
Benign,37,13.80244147,1870,11255,0,0.032070842,3,Benign
Benign,41,13.28454527,2077,12327,0,0.034667273,4,Benign
Benign,44,10.66371508,1902,10935,0,0.045532596,6,Benign
Benign,44,12.49400091,2153,12613,0,0.03490566,4,Benign
Benign,39,13.78336717,1918,11161,0,0.03387019,4,Benign
Benign,43,12.83942992,2104,12319,0,0.031676413,3,Benign
Benign,40,13.20351152,2088,12150,0,0.038295835,5,Benign
Benign,41,13.57991036,2124,12719,0,0.033566361,4,Benign
Benign,40,12.84309622,1985,11697,0,0.033126294,3,Benign
Benign,43,12.6848706,2130,12464,0,0.034914551,4,Benign
Benign,50,11.78008445,2372,13556,0,0.042608114,8,Benign
Benign,41,12.92363401,2058,12200,0,0.033488053,3,Benign
Benign,42,10.61904762,1824,10342,0,0.041326808,4,Benign
Benign,41,10.80349643,1807,10363,0,0.043464482,4,Benign
Benign,42,13.26882857,2203,12852,0,0.0402169,6,Benign
Benign,42,13.55977077,2154,12847,0,0.036705882,6,Benign
Benign,40,13.1,1985,11758,0,0.033126294,3,Benign
Benign,40,12.84486583,2018,11708,0,0.030026945,4,Benign
Benign,41,13.14634146,2042,12094,0,0.033149171,3,Benign
Benign,39,13.33511675,1996,11820,0,0.031344793,4,Benign
Benign,30,14.82144181,1340,7974,0,0.021372234,2,Benign
Benign,43,13.58348239,2132,12480,0,0.025338046,5,Benign
Benign,47,11.46481762,2080,11379,0,0.036203913,12,Benign
Benign,41,12.81619549,2050,11846,0,0.02955665,4,Benign
Benign,40,13.42334836,2046,12118,0,0.03242955,4,Benign
Benign,42,13.04444989,2136,12514,0,0.03431952,4,Benign
Benign,42,13.69822071,2195,12936,0,0.036900369,5,Benign
Benign,39,13.49718039,2030,12005,0,0.036399616,4,Benign
Benign,55,11.00618408,2593,14102,0,0.042758089,12,Benign
Benign,40,14.00373608,2080,12456,0,0.037556407,5,Benign
Benign,40,13.15531059,2000,11974,0,0.032205738,3,Benign
Benign,43,12.57279105,2104,12276,0,0.031676413,3,Benign
Benign,40,12.84669471,2002,11551,0,0.033779416,4,Benign
Benign,41,13.09087567,2141,12352,0,0.038246269,5,Benign
Benign,42,12.78155216,2107,12552,0,0.032890942,3,Benign
Benign,42,12.59220214,2033,11633,0,0.032634581,4,Benign
Benign,41,13.28007474,2064,12150,0,0.03214639,4,Benign
Benign,40,13.22381318,2001,12024,0,0.032357473,3,Benign
Benign,42,13.27280558,2177,12705,0,0.036526955,5,Benign
Benign,40,12.45,1942,11354,0,0.033386328,3,Benign
Benign,43,13.97545717,2256,13721,0,0.039055473,5,Benign
Benign,44,12.45454545,2153,12583,0,0.03490566,4,Benign
Benign,40,12.98141843,2022,11744,0,0.029485257,4,Benign
Benign,41,13.61581854,2064,12183,0,0.031667491,4,Benign
Benign,43,12.79591041,2121,12610,0,0.0331253,3,Benign
Benign,42,13.17879018,2159,12868,0,0.033443241,5,Benign
Benign,45,11.78624092,1986,11790,0,0.0289613,3,Benign
Benign,41,13.44762472,2135,12868,0,0.033280945,4,Benign
Benign,42,13.24373572,2177,12701,0,0.036761284,5,Benign
Benign,41,13.68095286,2063,12182,0,0.031259567,4,Benign
Benign,41,12.65043034,2067,11901,0,0.036319613,4,Benign
Benign,41,13.36968421,2157,12672,0,0.040627886,6,Benign
Benign,42,12.88095238,2090,12288,0,0.035505837,4,Benign
Benign,41,13.3953874,2068,12034,0,0.029158589,4,Benign
Benign,41,12.704927,2050,11827,0,0.02955665,4,Benign
Benign,43,12.69046063,2177,12275,0,0.039333239,5,Benign
Benign,41,11.3262489,1822,10646,0,0.044781285,4,Benign
Benign,40,13.94851838,2070,12232,0,0.036327933,5,Benign
Benign,39,12.71887219,1941,11359,0,0.033386328,3,Benign
Benign,42,13.70529014,2195,12919,0,0.036900369,5,Benign
Benign,53,11.27237412,2447,13636,0,0.043496712,8,Benign
Benign,42,11.43505902,1939,11364,0,0.041292704,6,Benign
Benign,41,10.95354358,1815,10453,0,0.04496208,4,Benign
Benign,42,13.42857143,2195,12763,0,0.040381125,7,Benign
Benign,42,12.64285714,1987,11742,0,0.033126294,3,Benign
Benign,44,11.07297167,1969,11577,0,0.041322128,5,Benign
Benign,43,12.701612,2141,12427,0,0.036018957,4,Benign
Benign,39,13.55782387,1995,11832,0,0.031355713,4,Benign
Benign,41,12.96625038,2047,12301,0,0.032901296,3,Benign
Benign,42,13.27332752,2194,12851,0,0.036464686,5,Benign
Benign,40,13.22074684,2091,12177,0,0.038240918,5,Benign
Benign,45,11.61354932,2105,12065,0,0.040579818,12,Benign
Benign,39,12.76983881,1941,11399,0,0.033386328,3,Benign
